emp_no,birth_date,first_name,last_name,title,from_date,to_date
455113,1965-01-15,Manohar,Rothenberg,Staff,1999-04-22,2002-06-16
455175,1965-01-14,Soenke,Zaumen,Senior Staff,1998-02-21,9999-01-01
455243,1965-01-13,Khoa,Bahk,Senior Engineer,1991-06-10,1998-02-07
455284,1965-01-09,Luisa,Baig,Senior Engineer,2002-07-12,9999-01-01
455296,1965-01-01,Mang,Sundgren,Engineer,1995-11-27,1999-07-13
455364,1965-01-29,Ranga,Plesums,Senior Staff,1990-01-28,1997-05-13
455415,1965-01-10,Weiye,Krohm,Senior Staff,1999-10-29,2000-02-10
455726,1965-01-08,Qiwen,Kriebel,Senior Staff,1992-12-12,9999-01-01
455814,1965-01-28,Giao,DuCasse,Senior Engineer,1999-07-19,9999-01-01
455914,1965-01-01,Peer,Angelopoulos,Senior Engineer,1996-07-23,9999-01-01
456767,1965-01-24,Tetsurou,Schreiter,Senior Staff,1994-07-17,9999-01-01
456824,1965-01-13,Aloke,Neiman,Technique Leader,1985-07-10,1996-07-23
456982,1965-01-07,Shounak,Dratva,Senior Engineer,1997-01-05,9999-01-01
457070,1965-01-25,Gay,Plavsic,Senior Staff,1994-08-06,9999-01-01
457146,1965-01-20,Jinpo,Heyers,Staff,1999-01-07,9999-01-01
457305,1965-01-15,Sorina,Lakshmanan,Staff,1994-09-03,9999-01-01
457337,1965-01-31,Xumin,Beidas,Technique Leader,1995-04-27,9999-01-01
457411,1965-01-13,Xudong,Peck,Senior Engineer,1988-04-18,9999-01-01
457489,1965-01-24,Berna,Ranst,Senior Engineer,1992-05-14,9999-01-01
457611,1965-01-09,Indrajit,Krogh,Engineer,1998-09-18,9999-01-01
457653,1965-01-21,Yakichi,Naumovich,Technique Leader,1988-06-12,1988-07-03
457776,1965-01-15,Florian,Siepmann,Senior Engineer,1996-12-20,9999-01-01
457813,1965-01-28,Foong,Gargeya,Senior Engineer,2000-01-24,9999-01-01
457832,1965-02-01,Jackson,Zielinski,Senior Engineer,1997-09-12,9999-01-01
457938,1965-01-14,Arch,Picco,Senior Staff,2000-06-07,9999-01-01
458111,1965-01-23,Florian,Tramer,Engineer,1999-11-07,9999-01-01
458134,1965-01-11,Thanasis,Standera,Senior Staff,1992-03-20,9999-01-01
458191,1965-01-28,George,Atchley,Staff,1997-07-02,9999-01-01
458383,1965-01-06,Mabhin,Foote,Engineer,1999-04-23,9999-01-01
458726,1965-01-13,Shahaf,Kitai,Senior Staff,1991-12-26,9999-01-01
458790,1965-01-17,Ramya,Azadmanesh,Senior Engineer,1994-11-19,9999-01-01
458919,1965-01-12,Kaijung,Papadias,Engineer,1999-05-01,2001-04-12
459172,1965-01-19,Val,Rissanen,Engineer,1999-11-20,9999-01-01
459356,1965-01-21,Pramod,Wendorf,Engineer,1998-12-25,9999-01-01
459429,1965-01-14,Mohit,Verhaegen,Senior Staff,1999-05-28,9999-01-01
459685,1965-02-01,Hirochika,Goldhammer,Engineer,1998-03-12,9999-01-01
459846,1965-01-24,Yuping,Sethi,Staff,1997-12-28,1999-05-21
460131,1965-01-16,Adly,Hambrick,Staff,1997-07-25,9999-01-01
460691,1965-01-16,Munehiko,Gihr,Senior Staff,1989-12-06,9999-01-01
460707,1965-01-07,Yoshinari,Lanteri,Senior Engineer,2001-12-25,9999-01-01
460920,1965-01-22,Remzi,Mitzlaff,Senior Staff,1986-04-06,9999-01-01
461120,1965-01-18,Shietung,Gelosh,Senior Engineer,2001-03-26,9999-01-01
461270,1965-01-10,Mrinalini,Mawatari,Staff,1996-01-03,9999-01-01
461563,1965-01-29,Sreenivas,Versino,Senior Staff,1985-08-24,1988-12-25
461723,1965-01-02,Deborah,Basawa,Assistant Engineer,1991-04-30,1993-03-16
461801,1965-01-03,Sumali,Cooman,Senior Staff,2000-02-16,9999-01-01
462067,1965-01-29,Sampalli,Francisci,Senior Staff,1994-11-25,2001-10-17
462493,1965-01-12,Paloma,Gerlach,Senior Engineer,1994-07-26,9999-01-01
462736,1965-01-14,Larisa,Murtafg,Staff,1991-02-25,1993-06-04
462795,1965-01-05,Somnath,Cummings,Senior Staff,2002-07-10,9999-01-01
463023,1965-01-06,Itzchak,Penn,Staff,1999-01-21,9999-01-01
463099,1965-01-15,Jinxi,Schmiedel,Senior Staff,1996-09-20,9999-01-01
463212,1965-01-09,Ramya,Rossi,Senior Engineer,1987-03-02,9999-01-01
463472,1965-01-11,Jaber,Sethi,Technique Leader,1995-06-06,9999-01-01
463495,1965-01-28,Alenka,Barriga,Senior Staff,1993-05-06,9999-01-01
464284,1965-01-20,Huiqun,Henders,Senior Staff,1993-05-19,9999-01-01
464303,1965-01-22,Abdelghani,Nyrup,Senior Staff,1994-08-02,9999-01-01
464526,1965-01-02,Berna,Comellas,Staff,1995-09-07,2000-02-18
465062,1965-01-29,Stafford,Gist,Senior Engineer,1995-05-08,9999-01-01
465076,1965-01-19,Tokuyasu,Ghelli,Senior Engineer,1993-05-05,9999-01-01
465085,1965-01-18,Vidar,Gunderson,Senior Staff,1996-03-18,9999-01-01
465409,1965-01-30,Shahid,Varman,Senior Staff,1993-08-27,9999-01-01
465501,1965-01-05,Mrinalini,Gire,Senior Staff,2000-11-09,9999-01-01
465711,1965-01-06,Lakshmi,Frijda,Senior Engineer,1995-04-21,9999-01-01
465853,1965-01-01,Kwan,Kampfer,Staff,1998-10-16,9999-01-01
465874,1965-01-12,Herb,Picht,Engineer,1994-05-31,9999-01-01
466064,1965-01-31,Temple,Danlos,Senior Staff,1994-06-13,9999-01-01
466367,1965-01-05,Hiroyasu,Strandh,Senior Staff,1997-06-05,9999-01-01
466509,1965-01-26,Bezalel,Verhoeff,Senior Engineer,1993-03-22,9999-01-01
466603,1965-01-23,Yechezkel,Nourani,Senior Staff,1996-07-31,9999-01-01
466745,1965-01-26,Boalin,Birsak,Senior Staff,2000-10-15,9999-01-01
466911,1965-01-11,Stepehn,Markovitch,Staff,1991-08-13,1995-08-07
467176,1965-01-05,Przemyslawa,Borovoy,Senior Staff,1998-06-18,9999-01-01
467269,1965-01-18,Nahum,Lambe,Technique Leader,1989-08-31,9999-01-01
467392,1965-01-07,Mariusz,Rikino,Senior Engineer,2001-04-12,9999-01-01
467441,1965-01-13,Margareta,Bondorf,Senior Engineer,1994-11-07,9999-01-01
467591,1965-01-17,Kiyotoshi,Hennebert,Staff,1997-09-21,9999-01-01
467886,1965-01-02,Sivanarayana,Chandrasekhar,Senior Staff,1996-01-24,9999-01-01
467918,1965-01-03,Tsuneo,Skrikant,Staff,1997-10-21,9999-01-01
468360,1965-01-12,Huei,Saoudi,Technique Leader,1994-08-10,9999-01-01
468417,1965-01-25,Kamakshi,Huhdanpaa,Senior Engineer,2001-08-26,9999-01-01
468659,1965-01-18,Ranga,Lemarechal,Senior Engineer,1997-11-05,9999-01-01
468763,1965-01-12,Sachin,Zlotek,Senior Engineer,1985-03-11,1990-08-09
468773,1965-01-27,Baziley,Brookner,Senior Engineer,1999-09-22,9999-01-01
469104,1965-01-21,Nadjib,Comellas,Senior Engineer,2002-04-18,9999-01-01
469253,1965-01-17,Baruch,Basawa,Senior Engineer,2001-09-17,9999-01-01
469269,1965-01-23,Weiyi,Codenie,Senior Engineer,1996-05-27,9999-01-01
469366,1965-01-12,Aiman,Wilfing,Senior Engineer,1999-12-30,9999-01-01
469399,1965-01-25,Hongzhu,Ruemmler,Engineer,1999-02-14,9999-01-01
469527,1965-01-24,Halsur,Ibel,Staff,1998-03-05,9999-01-01
469529,1965-01-07,Neven,Rikino,Senior Engineer,1993-10-21,9999-01-01
469735,1965-01-30,Arif,Stranks,Senior Engineer,1992-11-16,9999-01-01
469805,1965-01-21,Chaosheng,Shobatake,Senior Staff,1999-07-03,2001-09-15
469867,1965-01-23,Hein,Jonsson,Senior Staff,1990-02-12,9999-01-01
470456,1965-01-13,Reuven,Oehlmann,Senior Staff,1994-03-29,9999-01-01
470472,1965-02-01,Zhiguo,Staudhammer,Senior Engineer,1991-12-03,9999-01-01
471397,1965-02-01,Nigel,Zirintsis,Engineer,1999-01-03,9999-01-01
471532,1965-01-17,Feiyu,Decleir,Technique Leader,1998-09-13,9999-01-01
471552,1965-01-22,Basem,Lortz,Staff,1997-10-25,9999-01-01
471911,1965-01-14,Arun,Zaccaria,Engineer,1998-05-31,9999-01-01
471939,1965-01-27,Kazuhiko,Marshall,Staff,1999-11-16,9999-01-01
472052,1965-01-26,Godehard,Chinal,Assistant Engineer,1995-12-09,9999-01-01
472143,1965-01-25,Yahiko,Sommen,Senior Staff,1996-08-14,9999-01-01
472238,1965-01-31,Jungsoon,Gubsky,Senior Engineer,1990-10-09,9999-01-01
472440,1965-01-30,Xuejia,Leppanen,Staff,1998-08-25,2000-10-25
472790,1965-01-23,Zhenbing,Ibel,Senior Engineer,1985-10-29,9999-01-01
472950,1965-01-29,Weidon,Fordan,Senior Engineer,1986-03-27,9999-01-01
473268,1965-01-01,Hugo,Sgarro,Senior Staff,1992-04-24,9999-01-01
473299,1965-01-12,Khaled,Penn,Senior Staff,1999-05-20,9999-01-01
473490,1965-01-06,Pantung,Reeker,Senior Staff,1998-05-11,9999-01-01
473824,1965-01-22,Shin,Puoti,Staff,1996-12-20,1999-05-09
473940,1965-01-16,Avishai,Majewski,Engineer,1998-01-10,9999-01-01
474162,1965-01-31,Ung,Taubenfeld,Engineer,1999-10-14,2001-06-30
474257,1965-01-24,Sungwon,Kornyak,Staff,1991-04-04,1994-10-23
474331,1965-01-29,Sugwoo,Eugenio,Senior Staff,1991-10-06,9999-01-01
474372,1965-01-13,Monique,Cyre,Senior Staff,1993-02-13,1994-10-11
474763,1965-01-07,Mayuko,Clouatre,Engineer,1997-09-04,9999-01-01
474796,1965-01-10,Zongyan,Shackel,Technique Leader,1986-11-09,9999-01-01
474918,1965-01-15,Rasikan,Khalil,Engineer,1985-02-10,1985-03-11
475087,1965-01-31,Genevieve,Snedden,Senior Engineer,1988-10-21,9999-01-01
475258,1965-01-10,Fumiyo,Feinberg,Senior Staff,1995-11-22,9999-01-01
475538,1965-01-15,Christophe,Leaver,Staff,1998-10-31,9999-01-01
475938,1965-01-14,Shigeaki,Lanteri,Senior Engineer,1996-02-18,9999-01-01
475965,1965-01-02,Rimon,Pietracaprina,Senior Engineer,1990-07-10,9999-01-01
476055,1965-01-03,Girolamo,Schlumberger,Senior Staff,1998-03-07,9999-01-01
476122,1965-01-04,Khun,Spieker,Engineer,1995-05-07,9999-01-01
476327,1965-01-31,Reinhold,Binkley,Senior Engineer,2000-05-28,9999-01-01
476361,1965-01-09,Doohun,Preusig,Technique Leader,1985-04-13,9999-01-01
476488,1965-01-30,Yuping,Kuhnemann,Technique Leader,1986-12-13,1994-07-07
477350,1965-01-01,Terresa,Vigier,Staff,1998-07-08,9999-01-01
477352,1965-01-12,Nikolaos,Lorch,Engineer,1999-04-17,2002-03-07
477578,1965-01-23,Marit,Paludetto,Senior Engineer,1998-09-30,9999-01-01
477969,1965-01-18,Bluma,Mundy,Senior Engineer,2000-10-17,9999-01-01
478007,1965-01-06,Fumino,Narahara,Senior Engineer,2000-09-20,9999-01-01
478170,1965-01-22,Doowon,Schoegge,Engineer,2001-05-29,9999-01-01
478218,1965-01-02,Djenana,Erol,Engineer,1999-01-31,9999-01-01
478439,1965-01-15,Yuichiro,Bale,Technique Leader,1997-11-04,9999-01-01
478768,1965-01-03,Arun,Katzenelson,Senior Engineer,1997-10-27,9999-01-01
478799,1965-01-18,Shaw,Borovoy,Senior Staff,1991-05-11,9999-01-01
478833,1965-01-30,Pradeep,Valiente,Senior Engineer,1998-09-19,9999-01-01
478858,1965-01-20,Hidekazu,Perna,Staff,1999-11-08,9999-01-01
479024,1965-01-03,Ewing,Kalorkoti,Engineer,1996-12-21,9999-01-01
479407,1965-01-18,Randi,Tomescu,Senior Engineer,2000-11-25,9999-01-01
479601,1965-01-19,Kayoko,Bahi,Staff,1997-02-19,9999-01-01
479695,1965-01-06,Masamitsu,Murrill,Senior Staff,2002-06-27,9999-01-01
480035,1965-01-26,Sukumar,Georg,Senior Staff,1998-03-27,9999-01-01
480066,1965-01-31,Suebskul,Menhardt,Senior Engineer,1999-07-26,9999-01-01
480178,1965-01-03,Uinam,Rahier,Senior Staff,1996-02-10,9999-01-01
480268,1965-01-18,Gaurav,Cheshire,Technique Leader,1989-03-30,9999-01-01
480407,1965-01-01,Deniz,Bennis,Senior Engineer,1996-06-24,9999-01-01
480571,1965-01-09,Anoosh,Wielonsky,Engineer,1994-08-04,1996-08-01
481050,1965-01-16,Weiru,Burnard,Senior Staff,1999-10-15,9999-01-01
481148,1965-01-18,Gina,Decaestecker,Engineer,1986-06-20,1989-05-25
481213,1965-01-08,Shigehiro,Haldar,Senior Staff,1999-12-14,9999-01-01
481397,1965-01-31,Luisa,Chelton,Assistant Engineer,1998-08-13,9999-01-01
481399,1965-01-05,Amabile,Crelier,Staff,1998-06-16,2000-04-07
481467,1965-01-03,Margareta,Polajnar,Staff,1989-02-24,1996-07-01
481764,1965-01-27,Teiji,Marrakchi,Senior Engineer,1986-08-26,9999-01-01
481790,1965-01-22,Haldun,Erie,Senior Engineer,1996-09-12,9999-01-01
481807,1965-01-23,Taegyun,Vieri,Senior Engineer,1988-06-17,1989-03-03
482278,1965-01-02,Sven,Hinsberger,Senior Engineer,1989-09-11,1994-07-26
482335,1965-01-26,Kwangyoen,Peck,Engineer,1994-01-16,9999-01-01
482354,1965-01-23,Jayson,Zockler,Staff,1999-11-06,9999-01-01
482755,1965-01-03,Jouni,Conia,Senior Staff,1999-10-31,9999-01-01
482756,1965-01-02,Shaowei,Back,Senior Staff,1996-07-30,1998-12-21
482885,1965-01-29,Shaunak,Brizzi,Senior Engineer,2000-09-01,9999-01-01
482905,1965-01-16,Aral,Hebden,Senior Staff,1991-09-10,9999-01-01
482944,1965-01-26,Duke,Journel,Senior Staff,1997-10-25,9999-01-01
483213,1965-01-16,Phillip,Munch,Technique Leader,1991-09-02,1998-04-01
483401,1965-01-10,Rosita,Pokrovskii,Senior Staff,1996-08-03,9999-01-01
483675,1965-01-22,Hausi,Kamber,Senior Engineer,1993-02-15,9999-01-01
483825,1965-01-22,Marek,Mitchem,Senior Engineer,1992-11-20,9999-01-01
483838,1965-01-03,Sham,Kavanagh,Assistant Engineer,1997-12-18,9999-01-01
483978,1965-01-24,Dung,Tanemo,Senior Staff,1995-01-28,9999-01-01
484126,1965-01-05,Manton,Lueh,Senior Staff,1989-04-07,9999-01-01
484142,1965-01-05,Perry,Cooman,Senior Staff,1993-04-22,9999-01-01
484498,1965-01-26,Herbert,Hammerschmidt,Senior Engineer,2001-08-22,9999-01-01
484756,1965-01-16,Phule,Ruemmler,Senior Engineer,1996-08-08,9999-01-01
485253,1965-01-14,Gladys,Parhami,Senior Staff,1996-07-20,9999-01-01
485489,1965-01-01,Keiichiro,Armand,Senior Engineer,1996-12-13,9999-01-01
485577,1965-01-30,Rafael,Menhoudj,Senior Engineer,1997-04-27,9999-01-01
485579,1965-01-18,Munehiro,Iwayama,Senior Engineer,1992-12-15,9999-01-01
485799,1965-01-27,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,9999-01-01
485817,1965-01-29,Mahmut,Bolotov,Engineer,1995-01-10,9999-01-01
486068,1965-01-11,Yefim,Bernardeschi,Senior Staff,2001-06-26,9999-01-01
486808,1965-01-05,Geoffrey,Siochi,Senior Engineer,1998-12-27,9999-01-01
486918,1965-01-18,Yagil,Remmers,Senior Staff,1994-11-01,9999-01-01
486955,1965-01-09,Jaber,Feldmann,Engineer,1997-05-23,1998-08-05
486956,1965-01-01,Matt,Ruemmler,Engineer,1993-10-14,9999-01-01
486958,1965-01-06,Tonny,Kropf,Senior Engineer,1992-07-29,9999-01-01
487008,1965-01-22,Zhigen,Raney,Senior Staff,1993-05-26,9999-01-01
487505,1965-01-20,Uno,Jayawardene,Senior Staff,1993-11-01,9999-01-01
487856,1965-01-18,Jaewon,Mansanne,Engineer,1999-05-22,2000-04-29
487988,1965-01-05,Ekawit,Schaft,Senior Staff,1999-05-20,9999-01-01
488095,1965-01-24,Francoise,Hegner,Senior Staff,1997-12-23,9999-01-01
488115,1965-01-29,Leah,Luke,Assistant Engineer,1995-08-23,1995-09-27
488142,1965-01-05,Denis,Narlikar,Senior Staff,1997-06-30,9999-01-01
488414,1965-01-10,Changho,Gaughan,Engineer,1987-06-21,1991-07-13
488482,1965-01-30,Kensyu,Tsunoo,Engineer,1999-12-05,9999-01-01
488540,1965-01-22,Breannda,Maquelin,Senior Staff,1996-04-12,9999-01-01
488619,1965-01-25,Georgy,Bennis,Engineer,1998-04-11,9999-01-01
488632,1965-01-20,Irena,Baalen,Staff,1999-11-22,2001-02-10
488693,1965-01-27,Jiong,Zultner,Senior Engineer,1993-03-10,9999-01-01
488707,1965-01-16,Mihalis,Remmers,Senior Staff,1996-02-29,9999-01-01
488752,1965-01-23,Nimmagadda,Baja,Senior Staff,2002-02-09,9999-01-01
488788,1965-01-12,Wuxu,Garigliano,Senior Staff,1997-09-21,9999-01-01
488984,1965-01-18,Kendra,Junet,Senior Staff,1993-02-28,9999-01-01
489465,1965-01-17,Bogdan,Pepe,Engineer,1995-02-15,1998-11-06
489755,1965-01-14,Matk,Chorvat,Senior Staff,2000-12-29,9999-01-01
489756,1965-01-01,Kersti,Miculan,Senior Staff,1999-06-10,9999-01-01
489928,1965-01-28,Satoru,Janetzko,Assistant Engineer,1997-07-26,9999-01-01
490240,1965-01-18,Kazunori,Orlowska,Staff,1996-06-18,2000-10-26
490551,1965-01-01,Lalit,Lindqvist,Engineer,1998-11-07,9999-01-01
490557,1965-01-27,Luise,Vigier,Senior Engineer,2001-07-01,9999-01-01
490568,1965-01-01,Zita,Reistad,Senior Engineer,1998-07-23,9999-01-01
490720,1965-01-19,Younwoo,Samarati,Senior Engineer,1996-08-19,9999-01-01
491079,1965-01-06,Kwangsub,Keirsey,Senior Engineer,1992-02-04,9999-01-01
491162,1965-01-14,Panayotis,Hempstead,Senior Engineer,1994-08-29,9999-01-01
491478,1965-01-16,Gill,Varman,Senior Staff,1996-06-18,9999-01-01
491494,1965-01-19,Saniya,Broomell,Staff,1992-08-04,1997-09-02
491596,1965-01-21,Charmane,Pargas,Senior Engineer,1993-07-29,9999-01-01
491632,1965-01-01,Gadiel,Perly,Senior Staff,1994-10-20,9999-01-01
492000,1965-01-10,Valeska,Cools,Senior Staff,1999-12-16,9999-01-01
492052,1965-01-11,Udo,Ratnakar,Staff,1999-11-30,9999-01-01
492217,1965-01-16,Heekeun,Verhaegen,Senior Engineer,1991-09-28,9999-01-01
492639,1965-01-30,Sanjoy,Porenta,Engineer,1997-07-10,9999-01-01
492677,1965-01-26,Goetz,McAffer,Senior Engineer,1994-02-04,9999-01-01
493031,1965-01-23,Hironoby,Jakobus,Senior Staff,1996-07-29,9999-01-01
493048,1965-01-31,Muzhong,Berztiss,Senior Staff,2001-01-22,9999-01-01
493096,1965-01-31,Sachem,Msuda,Engineer,1995-04-07,9999-01-01
493278,1965-01-28,Shaleah,Pileggi,Engineer,1999-02-10,1999-10-30
493744,1965-01-14,Leni,Kropatsch,Senior Engineer,1997-07-17,9999-01-01
494019,1965-01-16,Morrie,Iisaku,Senior Staff,1999-05-06,9999-01-01
494088,1965-01-10,Phule,Dahlbom,Senior Engineer,1997-02-06,9999-01-01
494493,1965-01-10,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01
494978,1965-01-23,Bezalel,Himler,Staff,1999-07-09,2002-06-12
494995,1965-01-04,Yongmao,Pouyioutas,Senior Staff,1996-08-24,9999-01-01
495969,1965-01-01,Geoffrey,Panienski,Senior Engineer,1995-11-29,1998-06-07
496100,1965-01-07,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01
496970,1965-01-03,Giordano,Maquelin,Senior Engineer,1999-12-31,9999-01-01
496978,1965-01-30,Danco,Debuse,Senior Staff,1998-09-10,9999-01-01
497007,1965-01-23,Oldrich,Adachi,Senior Engineer,2002-04-03,9999-01-01
497174,1965-01-02,Sanjiv,Bressoud,Senior Engineer,1998-04-27,9999-01-01
497340,1965-01-06,Fayez,Keohane,Senior Staff,1990-09-19,9999-01-01
497391,1965-01-30,Paris,Lieblein,Engineer,1999-05-19,9999-01-01
497409,1965-01-21,Reinhard,Erde,Engineer,1992-12-04,1996-03-13
497660,1965-01-02,Gritta,Petereit,Senior Engineer,1985-04-06,1994-09-05
497835,1965-01-29,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01
498185,1965-01-19,Caolyn,Marciano,Senior Engineer,1999-06-06,9999-01-01
498337,1965-01-30,Naraig,Docker,Staff,1997-05-17,9999-01-01
498456,1965-01-17,Geraldo,Gerteisen,Senior Staff,1993-06-04,9999-01-01
498635,1965-01-09,Florian,Pezzoli,Senior Staff,1997-07-22,9999-01-01
498838,1965-01-16,Sanjay,Ciolek,Senior Staff,1998-12-13,9999-01-01
498845,1965-01-09,Arumugam,Pelc,Senior Engineer,1999-11-13,9999-01-01
498955,1965-01-13,Nechama,Kandlur,Senior Engineer,2002-01-16,9999-01-01
499160,1965-01-12,Urs,Rande,Staff,1990-01-25,1991-03-01
499194,1965-01-29,Padma,Delgrange,Senior Staff,1998-01-02,9999-01-01
499260,1965-01-11,Danae,Honglei,Engineer,1998-09-14,9999-01-01
499495,1965-01-14,Baoqiu,Kakkar,Engineer,1999-08-30,9999-01-01
